id,scenario_run_id,session_id,event_type,duration_ms,timestamp
f924c51b-ae3d-4d85-ad1d-3715ad3bcf2c,9fdd3d8e-1e99-4d62-90e2-802ba47ac030,21ebb897-f50a-4182-97e8-7d5de3c55397,SCENARIO_STARTED,,2025-03-01T09:00:00
d289ca9a-fa61-44cd-93de-69153e61cfa8,9fdd3d8e-1e99-4d62-90e2-802ba47ac030,21ebb897-f50a-4182-97e8-7d5de3c55397,SCENARIO_COMPLETED,,2025-03-01T09:00:40.395251
970357dd-9376-4a11-a957-78416dfa98ac,099a0694-3e73-4996-88c0-cb2a48641648,21ebb897-f50a-4182-97e8-7d5de3c55397,SCENARIO_STARTED,,2025-03-01T09:04:00
96543e3f-5dbe-476b-8909-9e3676733468,099a0694-3e73-4996-88c0-cb2a48641648,21ebb897-f50a-4182-97e8-7d5de3c55397,WARNING_SHOWN,,2025-03-01T09:04:03.266645
fc21dbff-a489-4406-9200-6ab4be237f17,099a0694-3e73-4996-88c0-cb2a48641648,21ebb897-f50a-4182-97e8-7d5de3c55397,WARNING_READ,5975,2025-03-01T09:04:04.266645
ca7d5e45-6f66-467c-89bd-4d66b1321572,099a0694-3e73-4996-88c0-cb2a48641648,21ebb897-f50a-4182-97e8-7d5de3c55397,WARNING_DISMISSED,1041,2025-03-01T09:04:05.266645
3d77898b-1b3e-4881-86d3-124b2c69c481,099a0694-3e73-4996-88c0-cb2a48641648,21ebb897-f50a-4182-97e8-7d5de3c55397,SCENARIO_COMPLETED,,2025-03-01T09:04:26.567229
91b3ee25-2891-4fdc-a2fe-992ce87bb316,ee4f3816-9749-474f-9ad4-d4547c4f3200,21ebb897-f50a-4182-97e8-7d5de3c55397,SCENARIO_STARTED,,2025-03-01T09:08:00
6188402a-90f3-4705-9c8e-4da053a954c9,ee4f3816-9749-474f-9ad4-d4547c4f3200,21ebb897-f50a-4182-97e8-7d5de3c55397,WARNING_SHOWN,,2025-03-01T09:08:04.534991
988961b1-1c71-4d5b-bc5d-83c85aaa3c2b,ee4f3816-9749-474f-9ad4-d4547c4f3200,21ebb897-f50a-4182-97e8-7d5de3c55397,WARNING_READ,6058,2025-03-01T09:08:05.534991
6e22d0ba-382a-4db9-bf8e-86e79b291659,ee4f3816-9749-474f-9ad4-d4547c4f3200,21ebb897-f50a-4182-97e8-7d5de3c55397,WARNING_DISMISSED,2727,2025-03-01T09:08:06.534991
c65086c0-a003-4da4-8e7a-a472da0222ef,ee4f3816-9749-474f-9ad4-d4547c4f3200,21ebb897-f50a-4182-97e8-7d5de3c55397,SCENARIO_COMPLETED,,2025-03-01T09:08:47.500436
4212864a-8aff-4f02-beef-3e7d460212f7,a02d0156-226d-428e-9ab7-5594f750744a,21ebb897-f50a-4182-97e8-7d5de3c55397,SCENARIO_STARTED,,2025-03-01T09:12:00
df058fa8-29dc-4ad8-bb3b-309c5831e3f9,a02d0156-226d-428e-9ab7-5594f750744a,21ebb897-f50a-4182-97e8-7d5de3c55397,WARNING_SHOWN,,2025-03-01T09:12:02.582279
d189a3f3-7497-480e-b9e0-571d9191b508,a02d0156-226d-428e-9ab7-5594f750744a,21ebb897-f50a-4182-97e8-7d5de3c55397,WARNING_READ,1231,2025-03-01T09:12:03.582279
